company,profits,rank,revenues,year
Occidental Petroleum,302.0,14,"19,417.0",1989
Procter & Gamble,"1,020.0",15,"19,336.0",1989
General Motors,"4,224.3",1,"126,974.3",1990
Ford Motor,"3,835.0",2,"96,932.6",1990
Honeywell,-398.1,52,"7,086.7",1987
Johnson & Johnson,329.5,53,"7,002.9",1987
Ashland,208.6,54,"6,991.3",1987
Monsanto,433.0,55,"6,879.0",1987
Sealed Air,-472.3,56,"6,808.3",1987
Coastal,71.6,57,"6,668.2",1987
TRW,217.7,58,"6,450.1",1987
ConAgra Foods,105.3,59,"5,911.0",1987
Motorola,194.0,60,"5,888.0",1987
Pillsbury,208.1,61,"5,847.9",1987
Weyerhaeuser,276.7,62,"5,652.0",1987
Baxter International,444.0,63,"5,634.0",1987
Dow Chemical,"1,240.0",24,"13,377.0",1988
Eastman Kodak,"1,178.0",25,"13,305.0",1988
McDonnell Douglas,313.0,26,"13,146.0",1988
Rockwell Automation,635.0,27,"12,123.0",1988
Honeywell Intl.,656.0,28,"11,597.0",1988
PepsiCo,595.0,29,"11,500.0",1988
Lockheed Martin,421.0,30,"11,370.0",1988
Kraft,489.0,31,"11,011.0",1988
ConocoPhillips,35.0,32,"10,721.0",1988
United Technologies,659.0,16,"18,088.0",1989
Atlantic Richfield,"1,583.0",17,"17,626.0",1989
Eastman Kodak,"1,397.0",18,"17,034.0",1989
Boeing,614.0,19,"16,962.0",1989
Nabisco Group Holdings,"1,393.0",20,"16,956.0",1989
Dow Chemical,"2,398.0",21,"16,682.0",1989
Xerox,388.0,22,"16,441.0",1989
Marathon Oil,756.0,23,"15,792.0",1989
Tenneco Automotive,822.0,24,"15,707.0",1989
McDonnell Douglas,350.0,25,"15,072.0",1989
Exxon Mobil,"3,510.0",3,"86,656.0",1990
Intl. Business Machines,"3,758.0",4,"63,438.0",1990
General Electric,"3,939.0",5,"55,264.0",1990
Mobil,"1,809.0",6,"50,976.0",1990
Altria Group,"2,946.0",7,"39,069.0",1990
Chrysler,359.0,8,"36,156.0",1990
DuPont,"2,480.0",9,"35,209.0",1990
Texaco,"2,413.0",10,"32,416.0",1990
ChevronTexaco,251.0,11,"29,443.0",1990
Amoco,"1,610.0",12,"24,214.0",1990
Shell Oil,"1,405.0",13,"21,703.0",1990
General Motors,"-1,985.7",1,"125,126.0",1991
Exxon Mobil,"5,010.0",2,"105,885.0",1991
Ford Motor,860.1,3,"98,274.7",1991
General Motors,"-4,452.8",1,"123,780.1",1992
Northrop Grumman,41.2,64,"5,608.4",1987
Ralston Purina,388.7,65,"5,514.6",1987
International Paper,305.0,66,"5,501.0",1987
Archer Daniels Midland,230.4,67,"5,336.0",1987
Fortune Brands,365.3,68,"5,261.2",1987
Textron,239.2,69,"5,226.3",1987
Borden Chemical,223.3,70,"5,002.1",1987
Colgate-Palmolive,177.5,71,"4,984.6",1987
Texas Instruments,29.1,72,"4,974.0",1987
Emerson Electric,408.9,73,"4,952.9",1987
CBS,739.0,33,"10,679.0",1988
Xerox,578.0,34,"10,320.0",1988
Goodyear Tire & Rubber,771.0,35,"10,123.0",1988
Unisys,578.0,36,"9,713.0",1988
3M,918.0,37,"9,429.0",1988
Digital Equipment,"1,137.0",38,"9,389.0",1988
General Dynamics,437.0,39,"9,344.0",1988
Sara Lee,267.0,40,"9,155.0",1988
ConAgra Foods,149.0,41,"9,002.0",1988
Beatrice,N.A.,42,"8,926.0",1988
PepsiCo,762.0,26,"13,007.0",1989
CBS,823.0,27,"12,500.0",1989
Rockwell Automation,812.0,28,"11,946.0",1989
Honeywell Intl.,463.0,29,"11,909.0",1989
Digital Equipment,"1,306.0",30,"11,475.0",1989
ConocoPhillips,650.0,31,"11,304.0",1989
Goodyear Tire & Rubber,350.0,32,"10,810.0",1989
Lockheed Martin,624.0,33,"10,667.0",1989
3M,"1,154.0",34,"10,581.0",1989
Caterpillar,616.0,35,"10,435.0",1989
Procter & Gamble,"1,206.0",14,"21,689.0",1990
Boeing,973.0,15,"20,276.0",1990
Occidental Petroleum,285.0,16,"20,068.0",1990
United Technologies,702.1,17,"19,765.5",1990
Eastman Kodak,529.0,18,"18,546.0",1990
Marathon Oil,965.0,19,"17,755.0",1990
Dow Chemical,"2,487.0",20,"17,730.0",1990
Xerox,704.0,21,"17,635.0",1990
Atlantic Richfield,"1,953.0",22,"15,905.0",1990
PepsiCo,901.4,23,"15,419.6",1990
Nabisco Group Holdings,"-1,149.0",24,"15,224.0",1990
McDonnell Douglas,219.0,25,"14,995.0",1990
Intl. Business Machines,"6,020.0",4,"69,018.0",1991
Mobil,"1,929.0",5,"58,770.0",1991
General Electric,"4,303.0",6,"58,414.0",1991
Altria Group,"3,540.0",7,"44,323.0",1991
Texaco,"1,450.0",8,"41,235.0",1991
DuPont,"2,310.0",9,"39,839.0",1991
ChevronTexaco,"2,157.0",10,"39,262.0",1991
Chrysler,68.0,11,"30,868.0",1991
Amoco,"1,913.0",12,"28,277.0",1991
Boeing,"1,385.0",13,"27,595.0",1991
Exxon Mobil,"5,600.0",2,"103,242.0",1992
Ford Motor,"-2,258.0",3,"88,962.8",1992
Intl. Business Machines,"-2,827.0",4,"65,394.0",1992
General Electric,"2,636.0",5,"60,236.0",1992
Mobil,"1,920.0",6,"56,910.0",1992
Altria Group,"3,006.0",7,"48,109.0",1992
DuPont,"1,403.0",8,"38,031.0",1992
Texaco,"1,294.0",9,"37,551.0",1992
Wyeth,778.8,74,"4,926.5",1987
NCR,336.5,75,"4,881.6",1987
Bristol-Myers Squibb,589.5,76,"4,835.9",1987
Martin Marietta,202.3,77,"4,752.5",1987
PPG Industries,316.4,78,"4,687.1",1987
Alcoa,254.1,79,"4,667.2",1987
General Mills,183.5,80,"4,586.6",1987
Bestfoods,219.2,81,"4,548.8",1987
Sunoco,348.0,43,"8,691.0",1988
Georgia-Pacific,458.0,44,"8,603.0",1988
ITT Industries,"1,018.0",45,"8,551.0",1988
Unocal,181.0,46,"8,466.0",1988
Anheuser-Busch,615.0,47,"8,258.0",1988
Caterpillar,350.0,48,"8,180.0",1988
Hewlett-Packard,644.0,49,"8,090.0",1988
Johnson & Johnson,833.0,50,"8,012.0",1988
Sara Lee,325.0,36,"10,424.0",1989
Weyerhaeuser,564.0,37,"10,004.0",1989
Unisys,681.0,38,"9,902.0",1989
Hewlett-Packard,816.0,39,"9,831.0",1989
Alcoa,861.0,40,"9,795.0",1989
General Dynamics,379.0,41,"9,551.0",1989
International Paper,754.0,42,"9,533.0",1989
Georgia-Pacific,467.0,43,"9,509.0",1989
ConAgra Foods,155.0,44,"9,475.0",1989
Johnson & Johnson,974.0,45,"9,000.0",1989
Tenneco Automotive,584.0,26,"14,439.0",1990
Digital Equipment,"1,072.6",27,"12,866.0",1990
CBS,922.0,28,"12,844.0",1990
Rockwell Automation,734.9,29,"12,633.1",1990
ConocoPhillips,219.0,30,"12,492.0",1990
Honeywell Intl.,528.0,31,"12,021.0",1990
3M,"1,244.0",32,"11,990.0",1990
Shell Oil,"1,036.0",14,"24,423.0",1991
Procter & Gamble,"1,602.0",15,"24,376.0",1991
Occidental Petroleum,"-1,695.0",16,"21,947.0",1991
United Technologies,750.6,17,"21,783.2",1991
Dow Chemical,"1,384.0",18,"20,005.0",1991
Marathon Oil,818.0,19,"19,462.0",1991
Eastman Kodak,703.0,20,"19,075.0",1991
Atlantic Richfield,"2,011.0",21,"18,819.0",1991
Xerox,243.0,22,"18,382.0",1991
PepsiCo,"1,076.9",23,"17,802.7",1991
ChevronTexaco,"1,293.0",10,"36,795.0",1992
Chrysler,-795.0,11,"29,370.0",1992
Boeing,"1,567.0",12,"29,314.0",1992
Procter & Gamble,"1,773.0",13,"27,406.0",1992
Amoco,"1,484.0",14,"25,604.0",1992
Shell Oil,20.0,15,"22,201.0",1992
United Technologies,"-1,021.0",16,"21,262.0",1992
PepsiCo,"1,080.2",17,"19,771.2",1992
Eastman Kodak,17.0,18,"19,649.0",1992
ConAgra Foods,311.2,19,"19,504.7",1992
Dow Chemical,942.0,20,"19,305.0",1992
General Motors,"-23,498.3",1,"132,774.9",1993
North American Philips,68.5,82,"4,531.6",1987
Litton Industries,71.1,83,"4,521.0",1987
Pfizer,660.0,84,"4,476.0",1987
Whitman,-136.7,85,"4,439.4",1987
Champion International,200.8,86,"4,387.6",1987
Campbell Soup,223.2,87,"4,378.7",1987
H.J. Heinz,301.7,88,"4,366.2",1987
Bethlehem Steel,-152.7,89,"4,332.9",1987
Kimberly-Clark,269.4,90,"4,303.1",1987
Merck,675.7,91,"4,128.9",1987
Alcoa,200.0,51,"7,767.0",1988
International Paper,407.0,52,"7,763.0",1988
Raytheon,445.0,53,"7,659.0",1988
Coca-Cola,916.0,54,"7,658.0",1988
Monsanto,436.0,55,"7,639.0",1988
LTV,503.0,56,"7,582.0",1988
Coastal,113.0,57,"7,414.0",1988
Weyerhaeuser,447.0,58,"6,990.0",1988
Union Carbide,232.0,59,"6,914.0",1988
Anheuser-Busch,716.0,46,"8,924.0",1989
Unocal,480.0,47,"8,853.0",1989
Sunoco,7.0,48,"8,612.0",1989
Coca-Cola,"1,045.0",49,"8,338.0",1989
Union Carbide,662.0,50,"8,324.0",1989
Monsanto,591.0,51,"8,293.0",1989
Motorola,445.0,52,"8,250.0",1989
Raytheon,490.0,53,"8,192.0",1989
Hewlett-Packard,829.0,33,"11,899.0",1990
Sara Lee,410.5,34,"11,738.3",1990
International Paper,864.0,35,"11,378.0",1990
ConAgra Foods,197.9,36,"11,340.4",1990
Alcoa,944.9,37,"11,161.5",1990
Caterpillar,497.0,38,"11,126.0",1990
Goodyear Tire & Rubber,206.8,39,"11,044.7",1990
Unocal,260.0,40,"10,417.0",1990
Georgia-Pacific,661.0,41,"10,171.0",1990
McDonnell Douglas,306.0,24,"16,351.0",1991
ConAgra Foods,231.7,25,"15,517.7",1991
Tenneco Automotive,561.0,26,"14,893.0",1991
ConocoPhillips,779.0,27,"13,939.0",1991
Nabisco Group Holdings,-429.0,28,"13,879.0",1991
Hewlett-Packard,739.0,29,"13,233.0",1991
Digital Equipment,74.4,30,"13,084.5",1991
3M,"1,308.0",31,"13,021.0",1991
International Paper,569.0,32,"12,960.0",1991
CBS,268.0,33,"12,915.0",1991
Georgia-Pacific,365.0,34,"12,665.0",1991
Rockwell Automation,624.3,35,"12,442.5",1991
McDonnell Douglas,423.0,21,"18,718.0",1992
Xerox,454.0,22,"17,830.0",1992
Atlantic Richfield,709.0,23,"17,683.0",1992
Marathon Oil,-578.0,24,"17,163.0",1992
Nabisco Group Holdings,368.0,25,"14,989.0",1992
Hewlett-Packard,755.0,26,"14,541.0",1992
Tenneco Automotive,-732.0,27,"14,035.0",1992
Digital Equipment,-617.4,28,"14,024.2",1992
3M,"1,154.0",29,"13,340.0",1992
ConocoPhillips,258.0,30,"13,216.0",1992
Exxon Mobil,"4,770.0",2,"103,547.0",1993
Ford Motor,"-7,385.0",3,"100,785.6",1993
Intl. Business Machines,"-4,965.0",4,"65,096.0",1993
General Electric,"4,725.0",5,"62,202.0",1993
Mobil,862.0,6,"57,389.0",1993
Altria Group,"4,939.0",7,"50,157.0",1993
ChevronTexaco,"1,569.0",8,"38,523.0",1993
DuPont,"-3,927.0",9,"37,386.0",1993
Texaco,712.0,10,"37,130.0",1993
Chrysler,723.0,11,"36,897.0",1993
General Motors,"2,465.8",1,"133,621.9",1994
Ford Motor,"2,529.0",2,"108,521.0",1994
Exxon Mobil,"5,280.0",3,"97,825.0",1994
Intl. Business Machines,"-8,101.0",4,"62,716.0",1994
Amerada Hess,-219.4,92,"4,014.7",1987
Whirlpool,199.6,93,"4,008.7",1987
American Cyanamid,202.5,94,"3,815.9",1987
Eaton,137.6,95,"3,811.6",1987
Abbott Laboratories,540.5,96,"3,807.6",1987
Hanson Industries NA,103.1,97,"3,768.5",1987
Time Warner,376.4,98,"3,762.1",1987
US Pharmaceuticals,521.1,99,"3,745.4",1987
OfficeMax,101.5,100,"3,740.0",1987
Ashland,133.0,60,"6,871.0",1988
TRW,243.0,61,"6,821.0",1988
Motorola,308.0,62,"6,707.0",1988
Honeywell,254.0,63,"6,679.0",1988
Borden Chemical,267.0,64,"6,514.0",1988
Fortune Brands,523.0,65,"6,323.0",1988
Baxter International,331.0,66,"6,223.0",1988
Emerson Electric,467.0,67,"6,170.0",1988
Coastal,157.0,54,"8,187.0",1989
Ashland,224.0,55,"7,753.0",1989
LTV,"-3,154.0",56,"7,526.0",1989
Beatrice,529.0,57,"7,505.0",1989
Fortune Brands,580.0,58,"7,477.0",1989
Borden Chemical,312.0,59,"7,244.0",1989
Honeywell,-435.0,60,"7,148.0",1989
Textron,234.0,61,"7,111.0",1989
TRW,261.0,62,"6,982.0",1989
Unilever U.S.,133.0,63,"6,956.0",1989
Baxter International,388.0,64,"6,861.0",1989
Archer Daniels Midland,353.0,65,"6,798.0",1989
Emerson Electric,529.0,66,"6,652.0",1989
Hanson Industries NA,300.0,67,"6,494.0",1989
Weyerhaeuser,341.1,42,"10,105.6",1990
Unisys,-639.3,43,"10,096.9",1990
General Dynamics,293.1,44,"10,053.2",1990
Lockheed Martin,2.0,45,"9,932.0",1990
Sunoco,98.0,46,"9,927.0",1990
Johnson & Johnson,"1,082.0",47,"9,844.0",1990
Motorola,498.0,48,"9,620.0",1990
Anheuser-Busch,767.2,49,"9,481.3",1990
Bristol-Myers Squibb,747.0,50,"9,422.0",1990
Coca-Cola,"1,723.8",51,"9,170.8",1990
Honeywell Intl.,462.0,36,"12,396.0",1991
Sunoco,229.0,37,"11,909.0",1991
Sara Lee,470.3,38,"11,652.0",1991
Caterpillar,210.0,39,"11,540.0",1991
Goodyear Tire & Rubber,-38.3,40,"11,453.1",1991
Johnson & Johnson,"1,143.0",41,"11,232.0",1991
Motorola,499.0,42,"10,885.0",1991
Alcoa,295.2,43,"10,865.1",1991
Anheuser-Busch,842.4,44,"10,750.6",1991
Unocal,401.0,45,"10,740.0",1991
CBS,"-1,086.0",31,"12,794.0",1992
International Paper,184.0,32,"12,703.0",1992
Sara Lee,535.0,33,"12,456.3",1992
Johnson & Johnson,"1,461.0",34,"12,447.0",1992
Rockwell Automation,600.5,35,"12,027.9",1992
Honeywell Intl.,-273.0,36,"11,882.0",1992
Coca-Cola,"1,618.0",37,"11,571.6",1992
Georgia-Pacific,-142.0,38,"11,524.0",1992
Motorola,454.0,39,"11,341.0",1992
Bristol-Myers Squibb,"2,056.0",40,"11,298.0",1992
Goodyear Tire & Rubber,96.6,41,"11,046.1",1992
Anheuser-Busch,939.8,42,"10,996.3",1992
Occidental Petroleum,459.9,43,"10,304.8",1992
Boeing,552.0,12,"30,414.0",1993
Procter & Gamble,"1,872.0",13,"29,890.0",1993
Amoco,-74.0,14,"25,543.0",1993
PepsiCo,374.3,15,"22,083.7",1993
United Technologies,-287.0,16,"22,032.0",1993
ConAgra Foods,372.4,17,"21,219.0",1993
Shell Oil,-190.0,18,"21,160.0",1993
Eastman Kodak,"1,146.0",19,"20,577.0",1993
Dow Chemical,-489.0,20,"19,080.0",1993
Xerox,"-1,020.0",21,"18,089.0",1993
General Electric,"4,315.0",5,"60,823.0",1994
Mobil,"2,084.0",6,"56,576.0",1994
Altria Group,"3,091.0",7,"50,621.0",1994
Chrysler,"-2,551.0",8,"43,600.0",1994
Texaco,"1,068.0",9,"34,359.0",1994
DuPont,555.0,10,"32,621.0",1994
ChevronTexaco,"1,265.0",11,"32,123.0",1994
Procter & Gamble,-656.0,12,"30,433.0",1994
Amoco,"1,820.0",13,"25,336.0",1994
Boeing,"1,244.0",14,"25,285.0",1994
General Motors,"4,900.6",1,"154,951.2",1995
Ford Motor,"5,308.0",2,"128,439.0",1995
Exxon Mobil,"5,100.0",3,"101,459.0",1995
Pillsbury,182.0,68,"6,128.0",1988
Northrop Grumman,94.0,69,"6,053.0",1988
Ralston Purina,523.0,70,"5,868.0",1988
Archer Daniels Midland,265.0,71,"5,775.0",1988
Textron,256.0,72,"5,661.0",1988
Colgate-Palmolive,54.0,73,"5,648.0",1988
NCR,419.0,74,"5,641.0",1988
Texas Instruments,309.0,75,"5,595.0",1988
Bristol-Myers Squibb,710.0,76,"5,401.0",1988
General Mills,222.0,77,"5,208.0",1988
PPG Industries,377.0,78,"5,183.0",1988
Texas Instruments,366.0,68,"6,295.0",1989
Sealed Air,234.0,69,"6,199.0",1989
Pillsbury,69.0,70,"6,191.0",1989
Ralston Purina,388.0,71,"6,176.0",1989
NCR,439.0,72,"5,990.0",1989
Bristol-Myers Squibb,829.0,73,"5,973.0",1989
Merck,"1,207.0",74,"5,940.0",1989
Northrop Grumman,104.0,75,"5,797.0",1989
General Mills,283.0,76,"5,778.0",1989
Raytheon,528.8,52,"8,796.1",1990
Union Carbide,573.0,53,"8,744.0",1990
Monsanto,679.0,54,"8,681.0",1990
Coastal,170.1,55,"8,630.1",1990
Unilever U.S.,139.0,56,"8,113.8",1990
Archer Daniels Midland,424.7,57,"8,056.5",1990
Ashland,86.2,58,"8,016.6",1990
Time Warner,-256.0,59,"7,642.0",1990
Borden Chemical,-60.6,60,"7,593.4",1990
Textron,259.2,61,"7,440.1",1990
Bristol-Myers Squibb,"1,748.0",46,"10,509.0",1991
Coca-Cola,"1,381.9",47,"10,406.3",1991
General Dynamics,-578.0,48,"10,182.0",1991
Unisys,-436.7,49,"10,111.3",1991
Lockheed Martin,335.0,50,"9,977.0",1991
Coastal,225.6,51,"9,593.1",1991
Raytheon,557.3,52,"9,362.3",1991
Monsanto,546.0,53,"9,047.0",1991
Weyerhaeuser,393.7,54,"9,024.3",1991
Unilever U.S.,3.9,55,"8,680.1",1991
Ashland,182.1,56,"8,554.4",1991
Fortune Brands,596.0,57,"8,270.3",1991
Sunoco,-387.0,44,"10,246.0",1992
Caterpillar,-404.0,45,"10,182.0",1992
Alcoa,62.7,46,"9,981.2",1992
Lockheed Martin,308.0,47,"9,809.0",1992
Unocal,73.0,48,"9,780.0",1992
Coastal,96.3,49,"9,602.8",1992
General Dynamics,505.0,50,"9,548.0",1992
Raytheon,591.8,51,"9,355.5",1992
Ashland,145.0,52,"9,322.4",1992
Monsanto,296.0,53,"8,929.0",1992
Citgo Petroleum,135.7,54,"8,921.9",1992
Atlantic Richfield,801.0,22,"18,061.0",1993
McDonnell Douglas,-781.0,23,"17,513.0",1993
Hewlett-Packard,549.0,24,"16,427.0",1993
Marathon Oil,"-1,826.0",25,"16,186.0",1993
Nabisco Group Holdings,299.0,26,"15,734.0",1993
Digital Equipment,"-2,795.5",27,"14,027.0",1993
3M,"1,233.0",28,"13,883.0",1993
Johnson & Johnson,"1,030.0",29,"13,846.0",1993
PepsiCo,"1,587.9",15,"25,020.7",1994
ConAgra Foods,270.3,16,"21,519.1",1994
Shell Oil,781.0,17,"20,853.0",1994
United Technologies,487.0,18,"20,736.0",1994
Hewlett-Packard,"1,177.0",19,"20,317.0",1994
Eastman Kodak,"-1,515.0",20,"20,059.0",1994
Dow Chemical,644.0,21,"18,060.0",1994
Atlantic Richfield,269.0,22,"17,189.0",1994
Motorola,"1,022.0",23,"16,963.0",1994
Marathon Oil,-259.0,24,"16,844.0",1994
Nabisco Group Holdings,-145.0,25,"15,104.0",1994
Xerox,-126.0,26,"14,981.0",1994
Wal-Mart Stores,"2,681.0",4,"83,412.4",1995
AT&T,"4,676.0",5,"75,094.0",1995
General Electric,"4,726.0",6,"64,687.0",1995
Intl. Business Machines,"3,021.0",7,"64,052.0",1995
Mobil,"1,079.0",8,"59,621.0",1995
Sears Roebuck,"1,454.0",9,"54,559.0",1995
General Motors,"6,880.7",1,"168,828.6",1996
Ford Motor,"4,139.0",2,"137,137.0",1996
Martin Marietta,231.0,79,"5,165.0",1988
Merck,906.0,80,"5,061.0",1988
Sealed Air,173.0,81,"5,046.0",1988
Wyeth,845.0,82,"5,028.0",1988
Pfizer,690.0,83,"4,920.0",1988
Bestfoods,355.0,84,"4,903.0",1988
Kimberly-Clark,325.0,85,"4,885.0",1988
North American Philips,-18.0,86,"4,847.0",1988
Martin Marietta,359.0,77,"5,728.0",1989
Hoechst Celanese,250.0,78,"5,679.0",1989
PPG Industries,468.0,79,"5,617.0",1989
Reynolds Metals,482.0,80,"5,567.0",1989
Wyeth,932.0,81,"5,501.0",1989
Bethlehem Steel,403.0,82,"5,489.0",1989
Colgate-Palmolive,318.0,83,"5,484.0",1989
North American Philips,79.0,84,"5,424.0",1989
Kimberly-Clark,379.0,85,"5,394.0",1989
TRW,263.0,62,"7,408.0",1990
Baxter International,446.0,63,"7,399.0",1990
Fortune Brands,630.8,64,"7,264.7",1990
Honeywell,604.1,65,"7,241.6",1990
Deere,380.2,66,"7,221.0",1990
Emerson Electric,588.0,67,"7,071.3",1990
Wyeth,"1,102.2",68,"6,747.0",1990
Ralston Purina,422.5,69,"6,711.6",1990
Merck,"1,495.4",70,"6,698.4",1990
TRW,208.0,58,"8,169.0",1991
Baxter International,40.0,59,"8,148.0",1991
Textron,283.0,60,"7,917.6",1991
Archer Daniels Midland,483.5,61,"7,893.5",1991
Deere,411.1,62,"7,881.0",1991
Merck,"1,781.2",63,"7,824.1",1991
Borden Chemical,363.6,64,"7,632.8",1991
Union Carbide,308.0,65,"7,621.0",1991
Baxter International,591.0,55,"8,921.0",1992
Unilever U.S.,N.A.,56,"8,855.1",1992
Merck,"2,121.7",57,"8,765.2",1992
Weyerhaeuser,-161.9,58,"8,724.8",1992
Unisys,"-1,393.3",59,"8,696.1",1992
Archer Daniels Midland,466.7,60,"8,567.7",1992
Fortune Brands,806.1,61,"8,379.0",1992
Tenneco Automotive,"-1,323.0",30,"13,606.0",1993
International Paper,86.0,31,"13,600.0",1993
Motorola,453.0,32,"13,341.0",1993
Sara Lee,761.0,33,"13,321.0",1993
Coca-Cola,"1,664.0",34,"13,238.0",1993
Sara Lee,704.0,27,"14,580.0",1994
McDonnell Douglas,396.0,28,"14,487.0",1994
Digital Equipment,-251.3,29,"14,371.4",1994
Johnson & Johnson,"1,787.0",30,"14,138.0",1994
3M,"1,263.0",31,"14,020.0",1994
Altria Group,"4,725.0",10,"53,776.0",1995
Chrysler,"3,713.0",11,"52,224.0",1995
State Farm Insurance Cos,-244.3,12,"38,850.1",1995
Prudential Ins. Co. of America,"-1,175.0",13,"36,945.7",1995
DuPont,"2,727.0",14,"34,968.0",1995
Kmart Holding,296.0,15,"34,313.0",1995
Texaco,910.0,16,"33,768.0",1995
Citicorp,"3,366.0",17,"31,650.0",1995
ChevronTexaco,"1,693.0",18,"31,064.0",1995
Exxon Mobil,"6,470.0",3,"110,009.0",1996
Wal-Mart Stores,"2,740.0",4,"93,627.0",1996
AT&T,139.0,5,"79,609.0",1996
Intl. Business Machines,"4,178.0",6,"71,940.0",1996
General Motors,"4,963.0",1,"168,369.0",1997
Amerada Hess,230.0,87,"4,785.0",1988
H.J. Heinz,339.0,88,"4,640.0",1988
Bethlehem Steel,174.0,89,"4,621.0",1988
Champion International,382.0,90,"4,615.0",1988
Hoechst Celanese,169.0,91,"4,596.0",1988
Whitman,252.0,92,"4,581.0",1988
Quaker Oats,244.0,93,"4,539.0",1988
Campbell Soup,247.0,94,"4,490.0",1988
Fort James,170.0,95,"4,479.0",1988
Pfizer,791.0,86,"5,385.0",1989
Deere,315.0,87,"5,365.0",1989
Quaker Oats,256.0,88,"5,330.0",1989
H.J. Heinz,386.0,89,"5,244.0",1989
Dana,162.0,90,"5,172.0",1989
Champion International,456.0,91,"5,129.0",1989
Fort James,209.0,92,"5,098.0",1989
BASF,149.0,93,"5,000.0",1989
Texas Instruments,291.7,71,"6,592.2",1990
LTV,264.9,72,"6,362.1",1990
Sealed Air,253.2,73,"6,330.8",1990
Whirlpool,187.2,74,"6,318.9",1990
North American Philips,-178.0,75,"6,202.6",1990
Reynolds Metals,532.7,76,"6,201.0",1990
Hoechst Celanese,267.0,77,"6,016.0",1990
Emerson Electric,613.2,66,"7,573.4",1991
Ralston Purina,396.3,67,"7,133.2",1991
Amerada Hess,482.7,68,"7,081.1",1991
Honeywell,381.9,69,"6,985.2",1991
Wyeth,"1,230.6",70,"6,917.2",1991
Sealed Air,202.8,71,"6,774.7",1991
Whirlpool,72.0,72,"6,647.0",1991
Texas Instruments,-39.0,73,"6,604.0",1991
Pfizer,801.2,74,"6,599.7",1991
Hanson Industries NA,456.4,75,"6,558.3",1991
Lyondell Chemical,356.0,76,"6,508.0",1991
TRW,-140.0,62,"7,913.0",1992
Textron,299.5,63,"7,840.1",1992
Emerson Electric,631.9,64,"7,427.0",1992
Ralston Purina,391.9,65,"7,394.2",1992
Union Carbide,-28.0,66,"7,346.0",1992
Borden Chemical,294.9,67,"7,235.1",1992
General Mills,472.7,68,"7,153.2",1992
Pfizer,722.1,69,"7,143.8",1992
Hanson Industries NA,660.2,70,"7,103.7",1992
CBS,"-1,291.0",35,"12,100.0",1993
Honeywell Intl.,-712.0,36,"12,089.0",1993
ConocoPhillips,180.0,37,"12,037.0",1993
Goodyear Tire & Rubber,-658.6,38,"11,923.6",1993
Georgia-Pacific,-124.0,39,"11,847.0",1993
Bristol-Myers Squibb,"1,962.0",40,"11,805.0",1993
Anheuser-Busch,917.5,41,"11,400.8",1993
IBP,63.6,42,"11,129.7",1993
Rockwell Automation,"-1,036.0",43,"10,995.1",1993
Caterpillar,"-2,435.0",44,"10,194.0",1993
Coca-Cola,"2,176.0",32,"13,957.0",1994
International Paper,289.0,33,"13,685.0",1994
Tenneco Automotive,426.0,34,"13,255.0",1994
Lockheed Martin,422.0,35,"13,071.0",1994
Georgia-Pacific,-34.0,36,"12,330.0",1994
ConocoPhillips,243.0,37,"12,309.0",1994
Honeywell Intl.,411.0,38,"11,827.0",1994
IBP,90.1,39,"11,671.4",1994
Procter & Gamble,"2,211.0",19,"30,296.0",1995
PepsiCo,"1,752.0",20,"28,472.4",1995
Amoco,"1,789.0",21,"26,953.0",1995
Hewlett-Packard,"1,599.0",22,"24,991.0",1995
ITT Industries,"1,022.0",23,"23,767.0",1995
ConAgra Foods,413.1,24,"23,512.2",1995
Kroger,242.2,25,"22,959.1",1995
General Electric,"6,573.0",7,"70,028.0",1996
Mobil,"2,376.0",8,"66,724.0",1996
Chrysler,"2,025.0",9,"53,195.0",1996
Altria Group,"5,450.0",10,"53,139.0",1996
Prudential Ins. Co. of America,579.0,11,"41,330.0",1996
State Farm Insurance Cos,"1,271.2",12,"40,809.9",1996
DuPont,"3,293.0",13,"37,607.0",1996
Texaco,607.0,14,"36,787.0",1996
Sears Roebuck,"1,801.0",15,"35,181.0",1996
Ford Motor,"4,446.0",2,"146,991.0",1997
Exxon Mobil,"7,510.0",3,"119,434.0",1997
Wal-Mart Stores,"3,056.0",4,"106,147.0",1997
General Electric,"7,280.0",5,"79,179.0",1997
Intl. Business Machines,"5,429.0",6,"75,947.0",1997
AT&T,"5,908.0",7,"74,525.0",1997
Mobil,"2,964.0",8,"72,267.0",1997
Chrysler,"3,529.0",9,"61,397.0",1997
Altria Group,"6,303.0",10,"54,553.0",1997
